Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-16.7,-2.1,-94.7,-4.7,-87.6
2q,-24.7,-0.5,-134.9,-7.0,-61.3
4q,-14.1,-2.5,-169.4,-1.6,-60.0
8q,-8.8,0.2,-109.3,14.3,-98.0
12q,2.1,4.5,-59.3,31.6,-105.9
