Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.56,1.08,0.9,6.19,0.06
2q,1.2,0.65,1.42,7.7,0.08
4q,2.34,0.97,2.71,10.35,0.11
8q,4.05,0.91,5.02,11.89,0.13
12q,4.16,0.73,6.48,12.33,0.14
