Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-10.7,-3.9,12.5,1.1,4.8
2q,-29.3,38.8,10.9,-0.7,12.3
4q,-22.5,10.6,6.3,-0.6,14.5
8q,-7.9,22.2,4.5,-0.6,26.7
12q,-12.0,37.3,4.0,-1.0,31.6
