Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0,-3.5,0.1,0.1,-7.1
2q,-2.9,-4.3,-0.2,0.1,-37.1
4q,-6.9,-0.3,0.4,-2.4,-84.4
8q,-13.6,-0.1,-0.6,-6.0,-164.6
12q,-18.1,0.0,-1.0,-7.6,-167.3
