Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0,0.0009,0.0013,-0.0033,0.0001
2q,0.001,0.0012,0.0026,-0.0033,0.0002
4q,0.0033,0.0027,0.0058,-0.0024,0.0004
8q,0.0086,0.0035,0.0099,-0.0056,0.0011
12q,0.0111,0.0058,0.0118,-0.0176,0.0016
