Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.98,1.86,0.84,3.47,0.06
2q,1.34,1.82,1.42,3.76,0.11
4q,1.86,1.81,2.33,4.86,0.18
8q,2.6,1.7,3.98,6.66,0.32
12q,3.08,1.39,5.55,8.05,0.42
