Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.6,-0.8,-9.3,-0.3,-2.3
2q,0.4,-0.9,-24.9,-0.9,-15.6
4q,4.2,-2.1,-24.2,0.1,-39.4
8q,15.9,-4.5,-8.0,6.6,-87.5
12q,31.5,5.1,3.7,15.5,-101.2
