Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.88,2.43,1.42,5.26,0.07
2q,1.52,2.36,2.37,7.45,0.1
4q,2.56,2.45,3.89,11.18,0.18
8q,3.99,1.69,5.77,16.1,0.32
12q,4.66,1.6,7.9,17.93,0.43
