Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-5.2,1.7,-17.5,-5.6,-77.7
2q,-1.2,5.7,-13.9,-5.9,-26.0
4q,-5.8,8.9,-22.7,-5.3,-1.8
8q,-15.5,-10.9,-43.3,-15.5,20.1
12q,-27.1,-106.6,-60.5,-17.3,29.5
