Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,4.1,-0.9,-0.2,-0.6,-7.1
2q,4.9,-0.4,-0.2,-2.8,-37.1
4q,4.0,0.1,2.1,-4.3,-84.4
8q,2.3,-0.0,2.8,-1.3,-164.6
12q,0.8,0.1,1.6,-2.1,-167.3
