Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.6,0.57,0.87,3.01,0.06
2q,0.72,0.55,1.18,3.41,0.08
4q,1.17,0.54,1.87,4.6,0.11
8q,2.21,0.65,3.63,7.01,0.13
12q,3.46,1.26,5.58,10.53,0.14
