Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,13.4,1.8,19.3,3.3,3.5
2q,33.1,7.7,27.0,6.9,11.3
4q,37.4,11.4,28.2,12.1,14.1
8q,38.6,-7.6,25.8,16.3,26.6
12q,37.2,-105.7,24.0,16.6,30.8
