Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,2.0,2.29,3.35,4.26,0.06
2q,2.7,2.41,4.44,5.66,0.09
4q,3.47,2.4,5.89,7.32,0.13
8q,5.08,2.45,9.76,6.81,0.17
12q,7.75,2.28,13.45,6.69,0.21
