Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0027,0.0102,-0.0124,-0.0031,0.0004
2q,-0.0098,0.0116,-0.018,-0.0085,0.0006
4q,-0.0184,0.0108,-0.0288,-0.0112,0.001
8q,-0.0364,0.0136,-0.0531,-0.0052,0.0016
12q,-0.0659,0.0109,-0.0816,-0.0181,0.002
