Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-41.8,-1.2,-29.8,-0.9,-82.9
2q,-25.1,0.6,-11.9,0.2,-39.7
4q,11.4,-6.8,16.5,11.9,-14.5
8q,28.0,-11.8,33.3,15.3,-5.0
12q,30.5,-9.6,38.1,17.1,-1.8
