Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-14.6,-2.9,-97.3,3.7,-86.1
2q,-24.4,-3.3,-118.7,3.5,-57.3
4q,-22.5,1.9,-150.0,-1.8,-58.8
8q,-29.4,-1.9,-261.0,-3.3,-99.8
12q,-52.9,-0.1,-422.9,-4.6,-107.1
