Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.04,0.99,2.18,8.68,0.06
2q,1.6,0.9,3.24,11.42,0.1
4q,2.44,0.87,4.92,12.74,0.18
8q,3.38,0.96,7.18,17.71,0.32
12q,5.26,0.97,10.57,21.0,0.42
