Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0053,0.0002,-0.0097,-0.0572,0.0004
2q,-0.0027,-0.012,-0.001,-0.0672,0.0004
4q,-0.0099,-0.0126,0.0014,-0.129,0.0006
8q,-0.0508,-0.0146,0.0024,-0.2383,0.0011
12q,-0.1177,-0.018,-0.0029,-0.3744,0.0014
