Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.7,-2.1,-54.8,-29.9,-78.1
2q,1.3,-31.0,4.8,2.3,-26.4
4q,2.8,-31.5,25.6,-0.0,-2.8
8q,-2.2,-33.0,29.6,-1.4,19.7
12q,-15.8,-51.4,36.4,-4.7,29.9
