Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,3.89,1.61,1.16,37.19,0.03
2q,5.09,1.55,1.76,33.88,0.06
4q,7.24,1.6,3.24,45.52,0.11
8q,10.96,1.67,5.83,52.08,0.16
12q,14.19,1.62,8.08,54.6,0.2
