Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-21.9,-3.9,-56.8,1.3,-87.0
2q,-42.9,0.3,-59.0,-3.5,-42.9
4q,-42.2,1.8,-44.6,-6.6,-16.5
8q,-23.7,-5.5,-23.2,-6.3,-8.6
12q,-17.6,1.6,-14.9,-7.2,0.1
