Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.91,2.47,1.32,5.28,0.06
2q,1.55,2.36,2.1,7.46,0.09
4q,2.8,2.29,3.61,11.29,0.13
8q,4.55,1.72,6.05,16.89,0.17
12q,5.37,1.56,8.01,19.11,0.2
