Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.3,3.1,13.1,-6.5,-7.1
2q,1.8,3.9,16.9,-6.4,-37.1
4q,2.2,1.5,22.8,-7.6,-84.4
8q,0.6,0.0,20.8,-7.9,-164.6
12q,-0.1,-0.0,11.9,-14.6,-167.3
