Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0054,0.0064,-0.0098,-0.0115,0.0005
2q,-0.0102,0.0071,-0.0149,-0.0245,0.0006
4q,-0.0178,0.0065,-0.0241,-0.0505,0.001
8q,-0.0237,0.0051,-0.0332,-0.0906,0.0016
12q,-0.0305,0.0069,-0.0425,-0.1292,0.002
