Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0009,0.0029,-0.0033,-0.0021,0.0004
2q,-0.0024,0.0048,-0.0045,-0.0044,0.0006
4q,-0.0047,0.0062,-0.0064,-0.0078,0.0009
8q,-0.005,0.004,-0.0065,-0.0073,0.0016
12q,-0.0118,0.0056,-0.0095,-0.0072,0.002
