Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.41,0.22,0.47,0.79,0.03
2q,0.61,0.22,0.72,1.23,0.06
4q,0.98,0.22,1.25,2.09,0.11
8q,1.55,0.22,2.36,3.61,0.16
12q,2.22,0.23,3.31,5.57,0.2
