Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0019,-0.0003,-0.0036,-0.0059,0.0004
2q,-0.0034,-0.0,-0.0053,-0.0113,0.0006
4q,-0.0133,-0.0002,-0.0334,-0.0323,0.001
8q,-0.0278,0.0001,-0.0517,-0.0585,0.0016
12q,-0.0388,0.0002,-0.0671,-0.082,0.002
