Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.003,0.0013,-0.008,-0.0001,0.0005
2q,-0.0064,0.0017,-0.0122,-0.0014,0.0007
4q,-0.0104,0.0018,-0.023,-0.0043,0.001
8q,-0.0101,0.0021,-0.0248,-0.0004,0.0016
12q,-0.012,0.0006,-0.0294,0.0427,0.002
