Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-12.1,-3.7,-11.7,2.3,-88.8
2q,-24.5,-9.6,-8.9,2.4,-39.9
4q,-16.7,-3.7,-7.5,2.4,-17.4
8q,-3.7,-8.6,6.7,4.9,-9.9
12q,2.5,0.3,12.8,-8.1,-0.1
