Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.8,5.9,1.6,-1.8,-9.9
2q,-7.5,6.3,-8.1,-0.8,-40.2
4q,-15.2,1.4,-5.0,-0.9,-89.5
8q,-11.0,0.7,-4.2,-4.4,-174.6
12q,-7.4,0.8,1.3,-4.4,-179.1
