Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.7,-2.1,24.3,5.9,-77.2
2q,-5.3,9.8,35.3,0.8,-25.2
4q,-7.3,8.9,30.6,-8.1,-2.1
8q,-11.7,7.9,17.0,-11.0,18.5
12q,-15.2,11.8,10.8,-8.3,28.3
