Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.27,0.61,0.99,1.63,0.03
2q,0.59,0.61,1.65,2.64,0.06
4q,1.54,0.63,3.15,4.72,0.11
8q,3.88,0.6,6.0,9.01,0.16
12q,5.76,0.56,8.11,12.42,0.2
