Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0023,-0.0004,-0.0077,-0.0063,0.0004
2q,-0.0048,-0.0004,-0.0099,-0.0103,0.0006
4q,-0.0097,-0.0004,-0.0147,-0.0168,0.0009
8q,-0.0194,-0.0001,-0.0235,-0.034,0.0016
12q,-0.0301,0.0004,-0.032,-0.0493,0.0021
