Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.83,0.36,1.39,2.25,0.06
2q,1.2,0.36,1.52,3.15,0.09
4q,2.18,0.37,2.11,4.83,0.13
8q,3.61,0.37,2.95,8.17,0.17
12q,4.89,0.36,3.63,10.8,0.21
