Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.5,-0.9,-6.1,-3.7,-77.7
2q,-4.9,0.1,-4.7,14.9,-25.9
4q,-1.9,3.6,-1.8,30.0,-2.6
8q,0.7,-3.8,-4.3,61.6,18.6
12q,-9.2,11.2,-16.3,81.3,29.0
