Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.89,0.8,1.36,3.27,0.03
2q,1.26,0.79,1.9,4.35,0.06
4q,2.54,0.8,3.37,6.9,0.11
8q,4.97,0.8,6.07,11.27,0.16
12q,6.65,0.78,8.39,12.98,0.2
