Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-6.2,-0.1,3.4,0.3,-76.9
2q,-8.2,1.7,17.2,2.0,-24.7
4q,-13.6,0.8,14.7,-0.8,-1.1
8q,-15.7,-8.0,6.6,-1.0,20.3
12q,-9.6,-21.2,7.0,0.1,30.3
