Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0004,0.0039,-0.0045,-0.0055,0.0004
2q,0.0006,-0.0005,-0.0009,-0.0064,0.0004
4q,-0.0016,0.0031,0.0005,-0.0132,0.0006
8q,-0.0107,-0.0017,-0.0009,-0.0235,0.0011
12q,-0.0263,-0.0021,-0.0096,-0.0334,0.0014
