Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,10.8,-9.9,-7.2,2.2,-77.8
2q,9.9,4.3,4.9,2.0,-25.5
4q,7.4,-0.9,5.8,2.0,-2.4
8q,0.8,-1.2,3.7,6.6,18.8
12q,-12.5,4.0,3.0,12.5,29.0
