Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.57,2.35,0.79,3.26,0.06
2q,0.94,2.04,1.09,4.28,0.08
4q,1.73,2.18,1.93,6.93,0.11
8q,3.14,1.88,3.67,9.71,0.13
12q,4.53,1.74,5.09,7.59,0.14
