Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.84,0.37,1.53,2.24,0.06
2q,1.23,0.36,1.83,3.18,0.1
4q,2.02,0.36,2.43,4.61,0.19
8q,3.39,0.36,2.9,7.92,0.32
12q,4.37,0.34,3.2,10.21,0.42
