Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.63,0.61,1.01,1.8,0.06
2q,1.23,0.61,1.65,3.17,0.11
4q,2.47,0.65,2.88,5.86,0.18
8q,4.76,0.6,5.21,10.32,0.32
12q,6.25,0.57,6.85,12.74,0.42
