Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-129.7,-0.1,-1.8,-10.9,-88.4
2q,-109.0,-0.7,-0.3,-20.0,-62.7
4q,-60.5,-2.9,8.6,-24.2,-62.9
8q,-22.6,1.1,13.1,-14.5,-101.4
12q,-8.5,-2.3,15.5,-2.6,-107.6
