Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0093,0.005,0.0029,0.0227,0.0005
2q,0.0164,0.0055,0.0113,0.0414,0.0006
4q,0.0287,0.0055,0.0243,0.0743,0.001
8q,0.0468,0.0062,0.0492,0.1231,0.0016
12q,0.0583,0.0061,0.0658,0.1504,0.0021
