Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.85,0.76,1.82,10.46,0.06
2q,3.05,0.8,3.1,13.2,0.09
4q,5.42,0.79,5.41,17.06,0.13
8q,9.21,0.87,9.57,25.89,0.17
12q,11.19,0.82,12.07,30.13,0.21
