Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0026,0.0047,-0.0068,-0.0077,0.0004
2q,-0.0064,0.0052,-0.0073,-0.0134,0.0006
4q,-0.0156,0.0055,-0.0109,-0.0269,0.001
8q,-0.0344,0.0019,-0.02,-0.0467,0.0017
12q,-0.0578,0.0056,-0.0345,-0.0642,0.0021
