Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.66,2.21,0.97,3.31,0.06
2q,1.19,2.24,1.34,4.49,0.09
4q,2.36,2.33,2.28,7.33,0.13
8q,4.57,1.94,4.24,10.57,0.18
12q,6.88,1.82,6.0,9.45,0.21
