Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-2.6,-3.5,-32.7,0.6,-86.0
2q,-14.6,-5.1,-17.0,-2.9,-41.9
4q,-26.6,-7.4,-11.4,-3.6,-18.2
8q,-44.6,-4.5,-11.5,-1.7,-10.5
12q,-70.9,-0.7,-14.4,-9.0,-4.1
