Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-34.8,-1.2,-50.5,-11.1,-86.2
2q,-55.4,-2.5,-57.9,-16.8,-46.2
4q,-125.4,4.7,-172.0,-35.0,-22.4
8q,-149.7,-4.3,-172.9,-61.8,-13.4
12q,-157.4,-4.1,-172.3,-59.6,-6.6
