Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.82,0.76,1.74,10.44,0.06
2q,3.14,0.78,2.96,13.14,0.11
4q,5.86,0.76,5.29,17.28,0.19
8q,10.65,0.85,9.97,26.81,0.32
12q,13.33,0.82,12.74,31.51,0.43
