Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-6.5,-0.8,-2.5,1.4,-89.2
2q,-10.2,-1.6,-6.2,0.9,-63.6
4q,-7.7,0.8,-3.0,-1.3,-65.1
8q,-7.8,-2.6,-3.3,-3.6,-104.1
12q,-8.1,0.4,-1.5,-4.9,-111.0
