Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.5,1.0,4.5,0.2,-2.8
2q,-3.0,3.3,4.5,0.4,-14.9
4q,-8.1,3.1,2.2,-1.3,-38.3
8q,-15.6,2.8,-4.2,-3.6,-86.6
12q,-19.1,0.6,-5.5,-4.6,-104.6
