Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.005,0.0075,-0.0087,-0.0111,0.0004
2q,-0.011,0.0058,-0.0157,-0.0253,0.0006
4q,-0.0231,0.0071,-0.0363,-0.0561,0.0009
8q,-0.0374,0.0033,-0.0543,-0.1055,0.0016
12q,-0.0516,0.0056,-0.0718,-0.1531,0.002
