Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-18.7,-6.4,-52.6,1.7,-79.5
2q,-45.2,-13.7,-63.2,-2.7,-41.2
4q,-49.8,-11.4,-64.6,-7.6,-17.6
8q,-38.9,1.7,-39.2,-10.1,-5.5
12q,-42.9,-3.1,-33.2,-15.9,-2.6
