Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.5,1.04,1.02,6.26,0.06
2q,0.93,1.06,1.59,7.64,0.09
4q,1.91,1.08,2.89,10.29,0.13
8q,3.76,1.16,5.25,11.82,0.17
12q,3.72,1.16,6.75,12.21,0.21
