Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.54,0.95,0.72,5.94,0.03
2q,0.99,1.0,1.38,7.55,0.06
4q,1.81,1.03,2.76,10.38,0.11
8q,3.12,1.09,4.91,10.94,0.16
12q,4.19,1.13,7.14,11.85,0.2
