Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-9.3,0.7,-67.1,-8.3,-88.7
2q,-11.5,-3.0,-89.2,-16.1,-61.1
4q,-13.6,2.0,-115.5,-11.8,-59.2
8q,11.1,-0.7,-154.7,-25.0,-97.7
12q,27.8,-3.5,-173.5,-25.0,-105.6
