Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,2.5,1.9,-24.9,-0.9,-2.5
2q,9.6,-1.7,-35.6,-1.6,-12.3
4q,11.0,2.9,-41.1,1.4,-34.1
8q,17.8,-1.3,-21.6,8.4,-79.0
12q,32.1,1.1,-11.9,20.2,-98.9
