Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0003,-0.0002,0.0003,-0.001,0.0001
2q,0.0009,-0.0001,0.0008,-0.0027,0.0002
4q,0.0031,-0.0001,0.0024,-0.0048,0.0004
8q,0.0092,-0.0,0.0045,-0.0048,0.0011
12q,0.0156,0.0001,0.007,-0.0064,0.0016
