Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,2.2,1.4,1.2,2.3,-9.9
2q,-1.2,1.0,0.7,2.1,-40.2
4q,-2.9,1.3,1.7,-0.0,-89.5
8q,0.5,-1.4,1.2,2.4,-174.6
12q,0.4,-2.3,1.0,-1.1,-179.1
