Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.99,1.85,0.77,3.46,0.06
2q,1.35,1.8,1.14,3.73,0.09
4q,1.94,1.77,1.87,4.86,0.13
8q,3.09,1.62,3.68,7.14,0.17
12q,4.5,1.47,5.76,9.53,0.21
