Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0033,0.0009,-0.0051,-0.0082,0.0004
2q,-0.0062,0.0013,-0.0075,-0.013,0.0006
4q,-0.0113,0.0034,-0.014,-0.0214,0.0009
8q,-0.0231,0.0033,-0.0321,-0.0452,0.0016
12q,-0.0394,0.0068,-0.0539,-0.0783,0.0021
