Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-1.5,-1.1,-33.4,-10.1,-84.2
2q,-10.4,-1.2,-47.4,-9.9,-40.7
4q,-24.8,-2.3,-56.5,-12.1,-17.0
8q,-30.8,0.9,-91.6,-28.7,-8.2
12q,-61.4,-5.2,-152.2,-64.3,-4.3
