Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0026,-0.0009,-0.0057,-0.0064,0.0005
2q,-0.0037,-0.0003,-0.0083,-0.0128,0.0009
4q,-0.0036,-0.0008,-0.0107,-0.0228,0.0016
8q,0.0053,-0.001,-0.0082,-0.0266,0.0031
12q,0.0136,-0.0006,-0.0032,-0.0293,0.0042
